"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date_Time","Field_Collection_End_Date_Time","Time_Zone","Field_Collection_Comment","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Matrix","Source","Result_Parameter_Name","Result_Value","Result_Unit","Result_Data_Qualifier","Result_Comment","Derivation_Method","Derivation_Method_Description","Result_Data_Review_Status","Base_Parameter_Name","Base_Result_Method","Base_Result_Method_Description","Base_Measurement_Interval","Time_Basis","Statistical_Basis","Partial_Metric_Flag","Auto_Calculated_Flag","Sample_Size","Expected_Data_Percent","Data_Qualified_Flag","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Result_Suspect_or_Rejected_Flag","Calculated_Result_Suspect_Code","Calculated_Result_Suspect_Description","Record_Created_On","Calculated_Result_System_ID"
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",12/1/2004 12:00:00 AM,12/31/2004 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","93.9158","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719658
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",1/1/2004 12:00:00 AM,1/31/2004 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","98.6682","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719661
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",11/1/2006 12:00:00 AM,11/30/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","94.4997","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719662
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",8/1/2006 12:00:00 AM,8/31/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719668
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",4/1/2007 12:00:00 AM,4/30/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","94.4997","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719669
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",1/1/2009 12:00:00 AM,1/31/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","89.5069","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719681
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",7/1/2005 12:00:00 AM,7/31/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719689
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",2/1/2003 12:00:00 AM,2/28/2003 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","93.5788","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719694
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",3/1/2003 12:00:00 AM,3/31/2003 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","86.3753","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719695
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",10/1/2006 12:00:00 AM,9/30/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Water Year Mean)","96.6766","","","","FQI-H-YMEANTSS","Historical mean value prior 2013 from the water year's average  total suspended solids score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",12,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:13 AM,605719698
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",8/1/2008 12:00:00 AM,8/31/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","98.9006","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719701
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",2/1/2009 12:00:00 AM,2/28/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719716
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",11/1/2008 12:00:00 AM,11/30/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","93.5851","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719718
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",12/1/2008 12:00:00 AM,12/31/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","99.7887","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719727
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",9/1/2007 12:00:00 AM,9/30/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719731
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",10/1/2004 12:00:00 AM,9/30/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Water Year Mean)","85.3602","","","","FQI-H-YMEANTSS","Historical mean value prior 2013 from the water year's average  total suspended solids score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",12,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:13 AM,605719749
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",7/1/2007 12:00:00 AM,7/31/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","95.9183","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719752
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",10/1/2004 12:00:00 AM,10/31/2004 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","48.1496","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719754
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",10/1/2007 12:00:00 AM,9/30/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Water Year Mean)","93.094","","","","FQI-H-YMEANTSS","Historical mean value prior 2013 from the water year's average  total suspended solids score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",12,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:13 AM,605719756
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",8/1/2007 12:00:00 AM,8/31/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","99.2347","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719767
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",1/1/2007 12:00:00 AM,1/31/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","100","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719775
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",2/1/2007 12:00:00 AM,2/28/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","95.4642","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719776
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",5/1/2001 12:00:00 AM,5/31/2001 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719778
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",3/1/2001 12:00:00 AM,3/31/2001 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719781
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",3/1/2000 12:00:00 AM,3/31/2000 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","99.7887","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719785
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",10/1/2009 12:00:00 AM,9/30/2010 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Water Year Mean)","95.4379","","","","FQI-H-YMEANTSS","Historical mean value prior 2013 from the water year's average  total suspended solids score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",12,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:13 AM,605719787
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",9/1/2008 12:00:00 AM,9/30/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","94.6622","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:14 AM,605719802
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",8/1/2004 12:00:00 AM,8/31/2004 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719818
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",2/1/2003 12:00:00 AM,2/28/2003 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719824
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",3/1/2003 12:00:00 AM,3/31/2003 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","84.691","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719825
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","16A070","16A070","SKOKOMISH RIVER NEAR POTLATCH","","Measurement","WA Dept of Ecology",3/1/2008 12:00:00 AM,3/31/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","77.1806","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.31,-123.17664,,"","","",2/10/2017 5:02:11 AM,605719830
