Name,Status,Id,Cost,Start,End,Organization,Lat,Lon,URL
A. Big Quilcene Moon Valley Reach Restoration Design,Proposed,03-01-010,82500,2016-08-01T00:00:00,2018-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/60440
A. Big Quilcene Pollard Reach Levee Removal Feasibility Study,Completed,03-01-009,64000,2008-01-01T00:00:00,2010-06-01T00:00:00,Hood Canal Coordinating Council (LE),47.8120169,-122.8978851,http://waconnect.paladinpanoramic.com/project/170/7287
A. Big Quilcene Proposed USFS  Road Decommissioning,Dormant,03-06-001,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.80770161,-122.9998095,http://waconnect.paladinpanoramic.com/project/170/7302
A. Big Quilcene Proposed USFS Road Convert to Trail,Dormant,03-06-002,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.77091659,-123.0037359,http://waconnect.paladinpanoramic.com/project/170/7303
A. Big Quilcene River Colyott Project,Completed,03-01-002,59836,2004-01-01T00:00:00,2006-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.8183438,-122.8884348,http://waconnect.paladinpanoramic.com/project/170/7280
A. Big Quilcene USFS Road Drainage and Stabilization,Dormant,03-06-003,0,2000-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.79060534,-123.0246448,http://waconnect.paladinpanoramic.com/project/170/7304
A. Big.Little Quilcene Knotweed Assessment and Control,Completed,03-05-002,0,2008-01-01T00:00:00,2011-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.80328967,-122.925928,http://waconnect.paladinpanoramic.com/project/170/7297
A. CH RM 0.88 Riparian Planting,Completed,02-05-000,0,2006-02-01T00:00:00,2006-06-06T00:00:00,Hood Canal Coordinating Council (LE),48.0428,-122.7827,http://waconnect.paladinpanoramic.com/project/170/8939
A. CH RM 0.96 Fish Passage,Completed,02-04-000,0,1983-12-15T00:00:00,1984-08-01T00:00:00,Hood Canal Coordinating Council (LE),48.04216517,-122.7822972,http://waconnect.paladinpanoramic.com/project/170/8985
A. CH RM 1.67 LWD &amp; Riparian project,Completed,02-01-001,0,2005-07-01T00:00:00,2005-10-30T00:00:00,Hood Canal Coordinating Council (LE),48.0325,-122.7787,http://waconnect.paladinpanoramic.com/project/170/8922
A. CH RM 1.79 CREP,Completed,02-05-002,0,2006-06-25T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),48.0312,-122.7768,http://waconnect.paladinpanoramic.com/project/170/8941
A. CH RM 1.82 LWD project,Completed,02-01-000,0,2005-07-01T00:00:00,2005-10-30T00:00:00,Hood Canal Coordinating Council (LE),48.0313,-122.7773,http://waconnect.paladinpanoramic.com/project/170/8921
A. Chimacum Beach Planting,Completed,02-05-049,0,2009-12-11T00:00:00,2010-12-31T00:00:00,Hood Canal Coordinating Council (LE),48.0468,-122.7707,http://waconnect.paladinpanoramic.com/project/170/14252
A. Garrison Fee Simple Conservation,Completed,01-02-000,214505.43,2003-01-01T00:00:00,2006-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.99344656,-122.8880748,http://waconnect.paladinpanoramic.com/project/170/7221
A. Hiddendale Reach Analysis and Feasibility Study,Conceptual,03-01-013,0,2010-01-01T00:00:00,2012-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/7291
A. J Brown Trust Fee Simple Conservation,Completed,01-02-003,7500,2003-01-01T00:00:00,2006-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.99044621,-122.8834311,http://waconnect.paladinpanoramic.com/project/170/7224
A. Jefferson County - Irondale Beach Park,Completed,02-02-011,582000,2002-12-30T00:00:00,2002-12-30T00:00:00,Hood Canal Coordinating Council (LE),48.04295154,-122.7673117,http://waconnect.paladinpanoramic.com/project/170/14064
A. Jefferson County - Lower Chimacum Ck,Completed,02-02-012,100750,2003-07-03T00:00:00,2003-07-16T00:00:00,Hood Canal Coordinating Council (LE),48.04645179,-122.7902952,http://waconnect.paladinpanoramic.com/project/170/14065
A. Jefferson Land Trust - Baker Acquisition,Completed,02-02-017,3786,2009-08-31T00:00:00,2009-08-31T00:00:00,Hood Canal Coordinating Council (LE),48.04551708,-122.7887411,http://waconnect.paladinpanoramic.com/project/170/14999
A. Jefferson Land Trust - Barlow Acquisition,Completed,02-02-018,49753,2008-07-03T00:00:00,2008-07-03T00:00:00,Hood Canal Coordinating Council (LE),48.04439066,-122.7845458,http://waconnect.paladinpanoramic.com/project/170/15000
A. Jefferson Land Trust - Lower Chimacum Ck Fee Simple Acquisitions,Completed,02-02-014,46129.61,2005-07-26T00:00:00,2005-07-27T00:00:00,Hood Canal Coordinating Council (LE),48.05011631,-122.7812219,http://waconnect.paladinpanoramic.com/project/170/14059
A. Jefferson Land Trust - Marlow-Stroud Easements,Completed,02-02-002,0,1995-06-01T00:00:00,1995-06-01T00:00:00,Hood Canal Coordinating Council (LE),48.0447939,-122.7873189,http://waconnect.paladinpanoramic.com/project/170/14717
A. Jefferson Land Trust - Norton Acquisition,Completed,02-02-009,0,2000-01-01T00:00:00,2000-05-03T00:00:00,Hood Canal Coordinating Council (LE),48.03849014,-122.7821486,http://waconnect.paladinpanoramic.com/project/170/14317
A. Jefferson Land Trust - Stroud Acquisition,Completed,02-02-019,7964,2007-07-27T00:00:00,2007-07-27T00:00:00,Hood Canal Coordinating Council (LE),48.0448138,-122.7855767,http://waconnect.paladinpanoramic.com/project/170/15001
A. Jefferson Land Trust - Stroud Acquisition II,Completed,02-02-020,45390,2009-04-23T00:00:00,2009-04-23T00:00:00,Hood Canal Coordinating Council (LE),48.04429594,-122.7839021,http://waconnect.paladinpanoramic.com/project/170/15002
A. Jefferson Land Trust - Woodward Fee Simple Acquisition,Completed,02-02-013,23536.6,2004-12-28T00:00:00,2004-12-28T00:00:00,Hood Canal Coordinating Council (LE),48.04439729,-122.7849405,http://waconnect.paladinpanoramic.com/project/170/14221
A. L Brown Trust Fee Simple Conservation,Completed,01-02-002,27600,2003-01-01T00:00:00,2006-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.99296066,-122.8860378,http://waconnect.paladinpanoramic.com/project/170/7223
A. Larrance Marsh Fee Simple Conservation,Completed,01-02-001,9000,2003-01-01T00:00:00,2006-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.99144626,-122.8888516,http://waconnect.paladinpanoramic.com/project/170/7222
A. Linger Longer Reach Feasibility Study,Completed,03-01-000,50000,1999-01-01T00:00:00,2007-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.81891859,-122.8714266,http://waconnect.paladinpanoramic.com/project/170/7278
A. Lower Big Quilcene Preliminary Design,Active,03-01-001,929443,2013-01-01T00:00:00,2017-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.81835989,-122.8670911,http://waconnect.paladinpanoramic.com/project/170/7279
A. Lower Big Quilcene Restoration Final Design,Proposed,03-01-003,1717607,2016-08-01T00:00:00,2018-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.8187,-122.8714,http://waconnect.paladinpanoramic.com/project/170/60434
A. Lower Big Quilcene River Restoration Construction,Conceptual,03-01-011,18000000,0001-01-01T00:00:00,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.8143,-122.8697,http://waconnect.paladinpanoramic.com/project/170/80545
A. Lower Big Quilcene Underplanting 2010,Completed,03-05-017,0,2009-12-11T00:00:00,2010-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.819,-122.8663,http://waconnect.paladinpanoramic.com/project/170/14310
A. Lower Chimacum Trout Unlimited Acquistion,Completed,02-02-001,14274,1987-01-01T00:00:00,1987-12-31T00:00:00,Hood Canal Coordinating Council (LE),48.04991048,-122.7842474,http://waconnect.paladinpanoramic.com/project/170/8913
A. Lower Mainstem Chimacum Creek Acquisition/Restoration,Completed,02-02-026,173200,2011-04-01T00:00:00,2014-06-11T00:00:00,Hood Canal Coordinating Council (LE),48.0479,-122.7895,http://waconnect.paladinpanoramic.com/project/170/16821
A. Lower Snow.Salmon Reconnection Feasibility,Conceptual,01-01-001,10000,2005-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.98591705,-122.8884839,http://waconnect.paladinpanoramic.com/project/170/7232
A. Pollard Riparian Enhancement,Completed,03-05-001,0,1996-07-01T00:00:00,1996-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.81494291,-122.8925449,http://waconnect.paladinpanoramic.com/project/170/7299
A. Rogers to Linger Longer Reach Fee Simple Conservation,Completed,03-02-002,0,1998-01-01T00:00:00,2004-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.81895414,-122.8717891,http://waconnect.paladinpanoramic.com/project/170/7268
A. Schinke Conservation Easements,Completed,03-02-000,0,2005-01-01T00:00:00,2011-12-30T00:00:00,Hood Canal Coordinating Council (LE),47.8152,-122.8677,http://waconnect.paladinpanoramic.com/project/170/7266
A. Snow (Andrews) Creek Proposed USFS Road Converted to Trail,Dormant,01-06-002,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.92550598,-122.951144,http://waconnect.paladinpanoramic.com/project/170/7252
A. Snow Ck - Lower SR101 Reach Channel and LWD Restoration,Completed,01-01-000,0,1996-07-15T00:00:00,1996-09-30T00:00:00,Hood Canal Coordinating Council (LE),47.98685432,-122.8860316,http://waconnect.paladinpanoramic.com/project/170/7231
A. Snow CR WDFW &amp; Mid-Salmon CR Underplanting,Completed,01-05-000,100455,2010-08-31T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.9781,-122.8907,http://waconnect.paladinpanoramic.com/project/170/7240
A. Snow Creek Completed USFS Road Decommissioning,Completed,01-06-000,0,1990-01-01T00:00:00,1999-01-02T00:00:00,Hood Canal Coordinating Council (LE),47.94421075,-122.9595309,http://waconnect.paladinpanoramic.com/project/170/7250
A. Snow Creek LWD Restoration Design,Conceptual,01-01-002,100000,2013-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.9619939,-122.905616,http://waconnect.paladinpanoramic.com/project/170/7233
A. Snow Creek Proposed USFS  Road Decommissioning,Dormant,01-06-001,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.93379536,-122.9724119,http://waconnect.paladinpanoramic.com/project/170/7251
A. Snow Creek USFS/Private Road Drainage and Stabilization,Dormant,01-06-003,0,2000-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.9348748,-122.8915843,http://waconnect.paladinpanoramic.com/project/170/7253
A. WDFW Chimacum Estuary Properties,Completed,02-02-000,0,2000-06-01T00:00:00,2003-06-30T00:00:00,Hood Canal Coordinating Council (LE),48.04914875,-122.7772984,http://waconnect.paladinpanoramic.com/project/170/8912
A. WDFW Irondale Property Acquisition,Completed,02-02-015,230000,2000-06-01T00:00:00,2002-01-18T00:00:00,Hood Canal Coordinating Council (LE),48.0428786,-122.7821674,http://waconnect.paladinpanoramic.com/project/170/14637
A. WDFW Lower Chimacum Ck Acquisition,Completed,02-02-016,650000,2000-04-26T00:00:00,2000-09-29T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/14638
Adventure Salmon Camp,Completed,OE 03-03,0,2011-01-27T13:43:59,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/16157
Adventure Salmon Camp 2002,Completed,OE 03-03-000,0,2002-01-01T00:00:00,2002-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/16440
Adventure Salmon Camp 2005,Completed,OE 03-03-002,0,2005-01-01T00:00:00,2005-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/16432
Adventure Salmon Camp 2006,Completed,OE 03-03-003,0,2006-01-01T00:00:00,2006-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/16417
Adventure Salmon Camp 2007,Completed,OE 03-03-004,0,2007-01-01T00:00:00,2007-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/16357
Adventure Salmon Camp 2008,Completed,OE 03-03-005,0,2008-01-01T00:00:00,2008-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/16158
Adventure Salmon Camp 2009,Completed,OE 03-03-006,0,2009-01-01T00:00:00,2009-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/16493
Alderbrook Creek Fish Barrier Removal,Completed,13-04-005,250000,2003-01-01T00:00:00,2003-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.3468,-123.069,http://waconnect.paladinpanoramic.com/project/170/14184
B. Baclawski Conservation Easement,Completed,03-02-008,16000,2007-01-01T00:00:00,2010-02-02T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/7275
B. Barnhouse Conservation Easement - JLT,Completed,02-02-004,75000,2000-01-01T00:00:00,2000-05-01T00:00:00,Hood Canal Coordinating Council (LE),47.93176599,-122.8090395,http://waconnect.paladinpanoramic.com/project/170/8916
B. Brush Plant Road Reach Restoration,Completed,03-01-017,136057,2009-09-01T00:00:00,2013-11-01T00:00:00,Hood Canal Coordinating Council (LE),47.83056673,-122.8788894,http://waconnect.paladinpanoramic.com/project/170/7295
B. Brush Plant Road Reach Riparian Restoration,Completed,03-05-009,0,2010-01-01T00:00:00,2013-11-01T00:00:00,Hood Canal Coordinating Council (LE),47.8301,-122.8799,http://waconnect.paladinpanoramic.com/project/170/14670
B. CH RM 10.05 Instream Project,Completed,02-01-019,0,2006-08-01T00:00:00,2011-09-29T00:00:00,Hood Canal Coordinating Council (LE),47.9406,-122.8169,http://waconnect.paladinpanoramic.com/project/170/19043
B. CH RM 10.05 Riparian Planting,Completed,02-05-028,0,2005-12-30T00:00:00,2006-03-18T00:00:00,Hood Canal Coordinating Council (LE),47.9412,-122.8191,http://waconnect.paladinpanoramic.com/project/170/8966
B. CH RM 3.74 Riparian Planting,Completed,02-05-005,0,1996-04-30T00:00:00,1996-07-01T00:00:00,Hood Canal Coordinating Council (LE),48.0047,-122.775,http://waconnect.paladinpanoramic.com/project/170/8944
B. CH RM 4.51 Trib Fencing,Completed,02-05-015,0,1997-12-31T00:00:00,1999-02-01T00:00:00,Hood Canal Coordinating Council (LE),47.9968,-122.7767,http://waconnect.paladinpanoramic.com/project/170/8954
B. CH RM 4.51 Trib Restoration,Completed,02-01-009,0,2005-02-09T00:00:00,2005-10-30T00:00:00,Hood Canal Coordinating Council (LE),47.99861305,-122.7768459,http://waconnect.paladinpanoramic.com/project/170/8930
B. CH RM 5.34 Fish Passage,Completed,02-04-005,0,1993-02-10T00:00:00,1993-12-30T00:00:00,Hood Canal Coordinating Council (LE),47.98464672,-122.7745802,http://waconnect.paladinpanoramic.com/project/170/8990
B. CH RM 6.03 CREP,Completed,02-05-007,0,2003-06-30T00:00:00,2013-09-01T00:00:00,Hood Canal Coordinating Council (LE),47.97515276,-122.7760852,http://waconnect.paladinpanoramic.com/project/170/8946
B. CH RM 6.03 Fish Passage,Completed,02-04-001,0,1997-02-06T00:00:00,1998-09-30T00:00:00,Hood Canal Coordinating Council (LE),47.97554716,-122.7758004,http://waconnect.paladinpanoramic.com/project/170/8986
B. CH RM 6.15 Riparian Planting,Completed,02-05-012,0,2007-02-01T00:00:00,2009-06-30T00:00:00,Hood Canal Coordinating Council (LE),47.9738,-122.7778,http://waconnect.paladinpanoramic.com/project/170/8951
B. CH RM 6.94 Trib Fencing,Completed,02-05-023,0,1999-09-30T00:00:00,2000-11-01T00:00:00,Hood Canal Coordinating Council (LE),47.9603,-122.7764,http://waconnect.paladinpanoramic.com/project/170/8962
B. CH RM 7.32 Riparian Fencing,Completed,02-05-013,0,1988-12-30T00:00:00,1989-02-01T00:00:00,Hood Canal Coordinating Council (LE),47.9611,-122.7841,http://waconnect.paladinpanoramic.com/project/170/8952
B. CH RM 7.7 Stream Restoration,Completed,02-01-002,0,2006-07-15T00:00:00,2006-08-31T00:00:00,Hood Canal Coordinating Council (LE),47.9536,-122.7933,http://waconnect.paladinpanoramic.com/project/170/8923
B. CH RM 7.9 CREP,Completed,02-05-011,0,2006-06-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.953,-122.7938,http://waconnect.paladinpanoramic.com/project/170/8950
B. CH RM 8.52 Riparian Fencing,Completed,02-05-014,0,1988-12-30T00:00:00,1989-02-01T00:00:00,Hood Canal Coordinating Council (LE),47.9469,-122.8016,http://waconnect.paladinpanoramic.com/project/170/8953
B. CH RM 9.45 Riparian Fencing,Completed,02-05-018,0,1995-03-30T00:00:00,1995-06-01T00:00:00,Hood Canal Coordinating Council (LE),47.9392,-122.8052,http://waconnect.paladinpanoramic.com/project/170/8957
B. Chimacum Dairy Riparian Planting,Completed,02-05-053,0,2010-12-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),48.0074,-122.7729,http://waconnect.paladinpanoramic.com/project/170/17293
B. Chimacum Dairy/Brown Conservation - JLT,Completed,02-02-023,150000,2009-12-22T00:00:00,2009-12-22T00:00:00,Hood Canal Coordinating Council (LE),48.00775168,-122.7704477,http://waconnect.paladinpanoramic.com/project/170/15005
B. Christian Chimacum Creek Restoration,Completed,02-01-020,0,1998-01-01T00:00:00,2010-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.9754,-122.7762,http://waconnect.paladinpanoramic.com/project/170/29719
B. Country Meadow Rd. Riparian Planting,Completed,02-05-006,0,2003-03-31T00:00:00,2010-10-31T00:00:00,Hood Canal Coordinating Council (LE),47.97158746,-122.7793263,http://waconnect.paladinpanoramic.com/project/170/8945
B. Country Meadow Road Fish Passage project,Completed,02-04-003,0,2002-02-08T00:00:00,2002-10-31T00:00:00,Hood Canal Coordinating Council (LE),47.97291074,-122.778184,http://waconnect.paladinpanoramic.com/project/170/8988
B. Country Meadow Road Stream Restoration,Completed,02-01-008,0,2002-02-08T00:00:00,2002-10-31T00:00:00,Hood Canal Coordinating Council (LE),47.97291074,-122.778184,http://waconnect.paladinpanoramic.com/project/170/8929
B. Eaglemount Conservation Easement - JLT,Completed,02-02-003,7000,2005-01-01T00:00:00,2005-08-01T00:00:00,Hood Canal Coordinating Council (LE),47.94201327,-122.819962,http://waconnect.paladinpanoramic.com/project/170/8915
B. Eaglemount Sediment Basin plantings,Completed,02-05-003,0,1994-04-30T00:00:00,1994-06-30T00:00:00,Hood Canal Coordinating Council (LE),47.93877,-122.8106544,http://waconnect.paladinpanoramic.com/project/170/8942
B. Finn River Farm Riparian Planting,Completed,02-05-051,0,2010-10-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.97479747,-122.7771678,http://waconnect.paladinpanoramic.com/project/170/15861
B. Finnriver Farm Conservation - JLT,Completed,02-02-024,375000,2009-01-01T00:00:00,2010-03-31T00:00:00,Hood Canal Coordinating Council (LE),47.97552174,-122.7759427,http://waconnect.paladinpanoramic.com/project/170/15006
B. Jefferson PUD Fee Simple Conservation,Completed,03-02-007,36263.93,2005-01-01T00:00:00,2008-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.8172,-122.8787,http://waconnect.paladinpanoramic.com/project/170/7274
B. L. Brown Snow Creek Acquisition,Active,01-02-012,151000,2012-04-02T00:00:00,2016-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.9672,-122.8827,http://waconnect.paladinpanoramic.com/project/170/17807
B. Little Quilcene Completed USFS Road Decommissioning,Completed,03-06-004,0,1990-01-01T00:00:00,1990-01-02T00:00:00,Hood Canal Coordinating Council (LE),47.87655541,-123.0062421,http://waconnect.paladinpanoramic.com/project/170/7305
B. Little Quilcene Delta Cone Planting,Completed,03-05-007,0,2008-11-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.82755541,-122.862194,http://waconnect.paladinpanoramic.com/project/170/14248
B. Little Quilcene Delta Cone Removal,Completed,03-03-010,1052071,2008-01-01T00:00:00,2010-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.825,-122.8597,http://waconnect.paladinpanoramic.com/project/170/8909
B. Little Quilcene Estuary Restoration,Completed,03-03-005,1800000,2004-01-01T00:00:00,2009-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.8261,-122.8607,http://waconnect.paladinpanoramic.com/project/170/7313
B. Little Quilcene Estuary Riparian Planting,Completed,03-05-008,12700,2008-11-01T00:00:00,2009-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.8271,-122.8642,http://waconnect.paladinpanoramic.com/project/170/14280
B. Little Quilcene Proposed USFS  Road Decommissioning,Dormant,03-06-005,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.88693406,-123.0325038,http://waconnect.paladinpanoramic.com/project/170/7306
B. Little Quilcene Underplanting,Completed,03-05-018,0,2009-12-11T00:00:00,2010-02-28T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/14249
B. Little Quilcene USFS Road Drainage and Stabilization,Dormant,03-06-006,0,2000-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.88053563,-122.9702971,http://waconnect.paladinpanoramic.com/project/170/7307
B. Lower Putaansuu stream restoration instream,Completed,02-01-011,0,1990-02-12T00:00:00,1990-12-30T00:00:00,Hood Canal Coordinating Council (LE),48.00379451,-122.7829419,http://waconnect.paladinpanoramic.com/project/170/8932
B. McClanahan Reach Analysis and Feasibility Study,Conceptual,03-01-015,0,2013-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.82891861,-122.8702621,http://waconnect.paladinpanoramic.com/project/170/7293
B. McClanahan Reach Restoration,Conceptual,03-01-016,0,2013-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.82887519,-122.8706274,http://waconnect.paladinpanoramic.com/project/170/7294
B. Mustin Riparian Planting,Completed,02-05-054,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),48.0047,-122.7748,http://waconnect.paladinpanoramic.com/project/170/17294
B. NA RM 0.08 Riparian Planting,Completed,02-05-027,0,2005-02-01T00:00:00,2005-03-31T00:00:00,Hood Canal Coordinating Council (LE),47.98230106,-122.7828267,http://waconnect.paladinpanoramic.com/project/170/8965
B. NA RM 0.08 Stream Restoration,Completed,02-01-010,0,2004-02-11T00:00:00,2004-09-30T00:00:00,Hood Canal Coordinating Council (LE),47.98230106,-122.7828267,http://waconnect.paladinpanoramic.com/project/170/8931
B. PU RM 0.2 Riparian Planting,Completed,02-05-004,0,1992-04-30T00:00:00,1995-06-30T00:00:00,Hood Canal Coordinating Council (LE),48.0037,-122.7799,http://waconnect.paladinpanoramic.com/project/170/8943
