"Location_ID","Location_Name","Location_Setting","Location_Description","Ecology_Facility_Site_ID","Is_Location_a_Well","Address","City","State","Zip_Code","County","Watershed_WRIA","Ecology_Region","US_Congressional_District","State_Legislative_District","NHD_Reach_Code","NHD_Reach_Measure","NHD_Edit_Date","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Horizontal_Coordinates_Represent","Horizontal_Coordinate_Accuracy","Horizontal_Coordinate_Collection_Method","Paper_Map_Scale","Township_Number","Township_Direction","Range_Number","Range_Direction","Section_Number","Quarter_Section_Township_Range","Quarter_Quarter_Section_Township_Range","Elevation_of","Elevation","Elevation_Units","Elevation_Datum","Elevation_Accuracy","Elevation_Collecton_Method","Sediment_Elevation_Elevation_Reference","Location_Suspect_or_Rejected_Flag","Location_Suspect_Code","Location_Suspect_Description","Location_ID_Alias","Associated_Study_ID","Record_Created_On","Location_System_ID"
"PRY","PERRY CREEK","Stream or River","ABOUT 400M UP PERRY CREEK RD JUST BELOW FOOT BRIDGE",,"N","","","WA","","THURSTON","Kennedy-Goldsborough","Southwest Regional Office",10,35,"17110019000786",7.57119630494749,2/26/2012 12:00:00 AM,47.0488860031458,-123.005285011519,"Discrete monitoring point","+/- 100 ft (30 m)","Computer map - GIS-based","1:24,000",18,"N",3,"W",13,"NW","SE","",,"","","","","","","","","","DBAT0002",7/17/2002 12:00:00 AM,5283071
"PS-01-01-R","PS-01-01-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.5695160009468,-122.525636,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:15 PM,54886915
"PS-01-02-R","PS-01-02-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5943080009467,-122.551966,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,51566287
"PS-01-03-R","PS-01-03-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.5871710009468,-122.581606,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,89776171
"PS-01-04-R","PS-01-04-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6128720009467,-122.585323,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,42247931
"PS-01-05-R","PS-01-05-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6543520009465,-122.599977,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,62243993
"PS-01-06-R","PS-01-06-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5658300009469,-122.603454,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,37826986
"PS-01-07-R","PS-01-07-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.5728080009468,-122.622311,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,74423374
"PS-01-08-R","PS-01-08-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6050610009467,-122.667322,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,17536286
"PS-01-09-R","PS-01-09-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6323550009466,-122.690492,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,2436188
"PS-01-10-R","PS-01-10-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5532660009469,-122.628083,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,71385598
"PS-01-11-R","PS-01-11-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5438230009469,-122.663302,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,87975173
"PS-04-01-R","PS-04-01-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5466200009469,-122.669807,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,61100315
"PS-04-02-R","PS-04-02-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5524080009469,-122.611554,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:16 PM,87846447
"PS-05-01-R","PS-05-01-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5538000009469,-122.656751,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,22782713
"PS-05-02-R","PS-05-02-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5521480009469,-122.655013,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,83883328
"PS-05-03-R","PS-05-03-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5520950009469,-122.65132,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,29842690
"PS-05-04-R","PS-05-04-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5543550009469,-122.651248,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,82026668
"PS-05-05-R","PS-05-05-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5548350009469,-122.650176,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,7468151
"PS-05-06-R","PS-05-06-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5561320009469,-122.636328,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,9893751
"PS-05-07-R","PS-05-07-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5577510009469,-122.636116,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,45813353
"PS-05-08-R","PS-05-08-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5601200009469,-122.636372,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",24,"N",1,"E",23,"NE","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,36557509
"PS-05-09-R","PS-05-09-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5599050009469,-122.627156,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,16435791
"PS-05-10-R","PS-05-10-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5603600009469,-122.629528,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,42928787
"PS-05-11-R","PS-05-11-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5598060009469,-122.630885,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,99763784
"PS-05-12-R","PS-05-12-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5597030009469,-122.633315,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,98509049
"PS-05-13-R","PS-05-13-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5597880009469,-122.636176,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,54340302
"PS-05-14-R","PS-05-14-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5573290009469,-122.638797,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,16708908
"PS-05-15-R","PS-05-15-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5526540009469,-122.644167,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,22639561
"PS-05-16-R","PS-05-16-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5551120009469,-122.64554,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,36214258
"PS-05-17-R","PS-05-17-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5544290009469,-122.648828,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,69638230
"PS-05-18-R","PS-05-18-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5553820009469,-122.650637,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,78587399
"PS-05-19-R","PS-05-19-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5524330009469,-122.654939,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,32920732
"PS-05-20-R","PS-05-20-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5524100009469,-122.657587,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,93108906
"PS-07-01-R","PS-07-01-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5419300009469,-122.645183,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,80031627
"PS-07-02-R","PS-07-02-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5674460009468,-122.600287,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,29319589
"PS-07-03-R","PS-07-03-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5646200009469,-122.619186,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,89130383
"PS-07-04-R","PS-07-04-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5469550009469,-122.632043,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,1560312
"PS-07-05-R","PS-07-05-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5528600009469,-122.648964,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,9271999
"PS-07-06-R","PS-07-06-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5589820009469,-122.615922,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:17 PM,97086516
"PS-07-07-R","PS-07-07-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5447950009469,-122.658935,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,8162459
"PS-07-08-RA","PS-07-08-RA","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5605130009469,-122.602261,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,52557864
"PS-07-09-R","PS-07-09-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5509110009469,-122.613172,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,63300132
"PS-07-10-R","PS-07-10-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5571830009469,-122.629359,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,78338677
"PS-07-11-R","PS-07-11-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5461980009469,-122.661494,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,94463772
"PS-07-12-R","PS-07-12-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.532851000947,-122.673695,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,20464368
"PS-07-13-R","PS-07-13-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.533304000947,-122.673345,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,75787773
"PS-07-14-R","PS-07-14-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5510610009469,-122.641023,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,87655420
"PS-07-15-R","PS-07-15-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.533320000947,-122.678938,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,26121524
"PS-10-01-R","PS-10-01-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.5686270009468,-122.525615,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,54552924
"PS-10-02-R","PS-10-02-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5945210009467,-122.551846,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,72410423
"PS-10-03-R","PS-10-03-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.5869570009468,-122.581684,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,24459749
"PS-10-04-R","PS-10-04-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6133240009467,-122.585436,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,73392947
"PS-10-05-R","PS-10-05-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6543410009465,-122.600366,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,45324746
"PS-10-06-R","PS-10-06-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5662300009468,-122.603386,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:22 PM,38353987
"PS-10-07-R","PS-10-07-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.5723480009468,-122.622141,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,95308306
"PS-10-08-R","PS-10-08-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6049060009467,-122.66557,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,33383838
"PS-10-09-R","PS-10-09-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,23,"",,,47.6324200009466,-122.690549,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,66470948
"PS-10-10-R","PS-10-10-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5530120009469,-122.628221,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,15887335
"PS-10-11-R","PS-10-11-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5448960009469,-122.659301,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,93460579
"PS-11-01-R","PS-11-01-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5664490009468,-122.598908,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,50940616
"PS-11-02-R","PS-11-02-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5601620009469,-122.602483,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,43841530
"PS-11-03-R","PS-11-03-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5636080009469,-122.618437,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,96168836
"PS-11-04-R","PS-11-04-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5584630009469,-122.615696,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,16639553
"PS-11-05-R","PS-11-05-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5504340009469,-122.615097,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,70426149
"PS-11-06-R","PS-11-06-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5573400009469,-122.629346,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,37370019
"PS-11-07-R","PS-11-07-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5461020009469,-122.63398,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,40921176
"PS-11-08-R","PS-11-08-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5597230009469,-122.635952,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,57433850
"PS-11-09-R","PS-11-09-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5497300009469,-122.640411,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,17721386
"PS-11-10-R","PS-11-10-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5415900009469,-122.645012,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,83382029
"PS-11-11-R","PS-11-11-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5517240009469,-122.649007,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,78876527
"PS-11-12-R","PS-11-12-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5452240009469,-122.658814,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,30738889
"PS-11-13-R","PS-11-13-R","Estuary","Sinclair/Dyes Inlet",,"N","","","WA","","KITSAP","Kitsap","Northwest Regional Office",6,26,"",,,47.5454580009469,-122.671113,"Unknown","Unknown","GPS high-end consumer unit (DGPS or WAAS enabled)","Unknown",,"",,"",,"","","",,"","","","","","","","","","ECOS2004",5/1/2007 1:19:20 PM,84588444
