Name,Status,Id,Cost,Start,End,Organization,Lat,Lon,URL
1994-2004 Maxwelton - Water Quality Sampling (Barnes),Completed,06-AUF-03-005,0,1994-01-01T00:00:00,2004-12-31T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1816
1995 Maxwelton Outdoor Classroom Acquisition,Completed,06-CW-01-007,57248,1994-01-01T00:00:00,1995-12-30T00:00:00,WRIA 6 - Island County (LE),47.9559,-122.4359,http://waconnect.paladinpanoramic.com/project/200/2063
1996-97 Tucannon Model Watershed Instream Work,Completed,35-TB,208000,1996-01-01T00:00:00,1997-12-31T00:00:00,Snake River Salmon Recovery Board (LE),46.52921677,-118.1491398,http://waconnect.paladinpanoramic.com/project/320/15729
1997 English Boom Park Acquisition,Completed,06-CW-15-002,90000,1997-01-01T00:00:00,1997-12-30T00:00:00,WRIA 6 - Island County (LE),48.2621,-122.4381,http://waconnect.paladinpanoramic.com/project/200/2361
1997 Greenbank Farm Protection,Completed,06-CW-19-001,2900000,1997-01-01T00:00:00,1997-12-30T00:00:00,WRIA 6 - Island County (LE),48.1071,-122.5752,http://waconnect.paladinpanoramic.com/project/200/2364
1999 Au Sable Institute Acquisition &amp; Smith Prairie Restoration,Completed,06-CW-09-003,700000,1999-01-01T00:00:00,1999-12-30T00:00:00,WRIA 6 - Island County (LE),48.2085,-122.6318,http://waconnect.paladinpanoramic.com/project/200/2136
1999 Iverson Farm,Completed,06-NP-01-004,640000,1999-01-01T00:00:00,1999-12-30T00:00:00,WRIA 6 - Island County (LE),48.1942,-122.475,http://waconnect.paladinpanoramic.com/project/200/2349
1999 Maxwelton Wetlands Preserve Acquisition,Completed,06-CW-01-003,1000,1999-01-01T00:00:00,1999-12-30T00:00:00,WRIA 6 - Island County (LE),47.9841,-122.4183,http://waconnect.paladinpanoramic.com/project/200/1974
1999 Swantown Lake,Completed,06-NP-01-009,408200,1999-01-01T00:00:00,1999-12-30T00:00:00,WRIA 6 - Island County (LE),48.3012,-122.7194,http://waconnect.paladinpanoramic.com/project/200/2350
1999-2001 Salmon Recovery Lead Entity Grant,Completed,06-LE-01-,0,1999-07-01T00:00:00,2001-07-15T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1563
2000 WSU Beach Watcher Citizen Survey - Eelgrass,Completed,06-AMN-01-001,4500,2000-01-01T00:00:00,2000-12-31T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2474
2000 Zimmerman Conservation Easement,Completed,06-NP-01-013,1000,2000-01-01T00:00:00,2000-12-30T00:00:00,WRIA 6 - Island County (LE),47.9887,-122.3719,http://waconnect.paladinpanoramic.com/project/200/2348
2001 Chamberlain Conservation Easement,Completed,06-NP-01-016,0,2001-01-01T00:00:00,2001-12-30T00:00:00,WRIA 6 - Island County (LE),48.3108,-122.5208,http://waconnect.paladinpanoramic.com/project/200/2346
2001 Island County Estuary Restoration Assessment,Completed,06-AMN-06-001,233631,2000-01-01T00:00:00,2001-06-30T00:00:00,WRIA 6 - Island County (LE),48.2178,-122.6835,http://waconnect.paladinpanoramic.com/project/200/1576
2001 Iverson Marsh Assessments,Completed,06-AMN-06-002,20000,2000-01-01T00:00:00,2001-12-30T00:00:00,WRIA 6 - Island County (LE),48.1939,-122.4749,http://waconnect.paladinpanoramic.com/project/200/2203
2001 Maxwelton Lower Reach &amp; Tidegate Feasibility Study,Completed,06-CW-01-010,133675,2001-01-01T00:00:00,2003-12-30T00:00:00,WRIA 6 - Island County (LE),47.9437,-122.4412,http://waconnect.paladinpanoramic.com/project/200/2066
2001 Newman Road Wetlands Acquisition,Completed,06-CW-13-003,1000,2001-01-01T00:00:00,2001-12-30T00:00:00,WRIA 6 - Island County (LE),48.013,-122.5091,http://waconnect.paladinpanoramic.com/project/200/2333
2001 Saratoga Woods Acquisition,Completed,06-CW-07-002,750000,2001-01-01T00:00:00,2001-12-30T00:00:00,WRIA 6 - Island County (LE),48.0475,-122.4544,http://waconnect.paladinpanoramic.com/project/200/2128
2001-2003 Salmon Recovery Lead Entity Grant,Completed,06-LE-02-,0,2001-07-01T00:00:00,2003-07-15T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1565
2003 Camano Ridge Preserve Acquisition,Completed,06-CW-06-001,1000,2002-01-01T00:00:00,2003-12-30T00:00:00,WRIA 6 - Island County (LE),48.2147,-122.5005,http://waconnect.paladinpanoramic.com/project/200/2088
2003 Crescent Harbor Salt Marsh,Completed,06-AMN-06-004,367243.86,2001-01-01T00:00:00,2005-12-30T00:00:00,WRIA 6 - Island County (LE),48.2972,-122.6109,http://waconnect.paladinpanoramic.com/project/200/2197
2003 Davis Sough Heron Rockery Protection,Completed,06-CW-15-001,1000,2003-01-01T00:00:00,2003-12-30T00:00:00,WRIA 6 - Island County (LE),48.2421,-122.4113,http://waconnect.paladinpanoramic.com/project/200/2343
2003 Deer Lagoon Creosote Debris Removal,Completed,06-NP-02-001,4000,2003-03-01T00:00:00,2003-03-30T00:00:00,WRIA 6 - Island County (LE),47.9879,-122.4919,http://waconnect.paladinpanoramic.com/project/200/1301
2003 Libbey Beach Tidelands Acquisition,Completed,06-NP-01-025,0,2003-01-01T00:00:00,2004-12-30T00:00:00,WRIA 6 - Island County (LE),48.2331,-122.7659,http://waconnect.paladinpanoramic.com/project/200/2347
2003 Port Susan Derelict Gear Survey &amp; Removal,Completed,06-MH-01-002,180000,2003-07-01T00:00:00,2003-10-30T00:00:00,WRIA 6 - Island County (LE),48.1794,-122.4094,http://waconnect.paladinpanoramic.com/project/200/1579
2003 Putney (Goss Lake) Woods - DNR Trust Land Transfer,Completed,06-CW-13-004,1000,2003-01-01T00:00:00,2003-12-30T00:00:00,WRIA 6 - Island County (LE),48.0423,-122.4572,http://waconnect.paladinpanoramic.com/project/200/2344
2003 Salmon Supporting Creek Inventories,Completed,06-AUF-03-001,204731.19,2002-01-01T00:00:00,2004-12-30T00:00:00,WRIA 6 - Island County (LE),47.9426,-122.3647,http://waconnect.paladinpanoramic.com/project/200/2312
2003-05 Island County Agricultural BMP Implementation Project,Completed,06-AUF-01-005,0,2003-07-01T00:00:00,2005-12-31T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2775
2003-2005 Salmon Recovery Lead Entity Grant,Completed,06-LE-03-,0,2003-07-01T00:00:00,2005-07-15T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1567
2004 Clinton Beach Park,Completed,06-NP-05-003,1152355,2004-01-01T00:00:00,2006-12-30T00:00:00,WRIA 6 - Island County (LE),47.977,-122.3524,http://waconnect.paladinpanoramic.com/project/200/2316
2004 Krueger Farm Conservation Easement,Completed,06-CW-04-006,0,2003-01-01T00:00:00,2004-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2391
2004 Lone Lake Brazilian Elodea Control Plan,Completed,06-AUF-03-004,0,2004-01-01T00:00:00,2004-09-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2325
2005 Double Bluff Creosote Debris Removal,Completed,06-NP-02-006,34500,2004-10-01T00:00:00,2005-08-01T00:00:00,WRIA 6 - Island County (LE),47.98091183,-122.515364,http://waconnect.paladinpanoramic.com/project/200/1551
2005 Ebey's Landing Creosote Debris Removal,Completed,06-NP-02-007,33891,2005-10-01T00:00:00,2005-11-30T00:00:00,WRIA 6 - Island County (LE),48.1749,-122.6926,http://waconnect.paladinpanoramic.com/project/200/1554
2005 Ebey's Landing Intertidal Fish Inventory,Completed,06-RMM-01-001,0,2005-05-01T00:00:00,2007-10-30T00:00:00,WRIA 6 - Island County (LE),48.1796,-122.6902,http://waconnect.paladinpanoramic.com/project/200/1826
2005 English Boom Park Creosote Debris Removal,Completed,06-CW-15-003,1000,2006-09-25T00:00:00,2006-10-30T00:00:00,WRIA 6 - Island County (LE),48.26208119,-122.43832,http://waconnect.paladinpanoramic.com/project/200/1244
2005 English Boom Park Habitat Improvement,Completed,06-CW-15-004,0,2005-07-01T00:00:00,2006-07-01T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2351
2005 Ft. Casey Creosote Debris Removal,Completed,06-NP-02-003,25300,2005-02-01T00:00:00,2005-02-28T00:00:00,WRIA 6 - Island County (LE),48.162,-122.6782,http://waconnect.paladinpanoramic.com/project/200/1327
2005 Mainstem - Private Culvert &amp; Riparian Habitat,Completed,06-CW-01-001,80000,2005-01-01T00:00:00,2006-12-30T00:00:00,WRIA 6 - Island County (LE),47.966,-122.4359,http://waconnect.paladinpanoramic.com/project/200/1598
2005 Mainstem - Tidegate Replacement,Completed,06-CW-01-021,24000,2005-10-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),47.9455,-122.4404,http://waconnect.paladinpanoramic.com/project/200/2081
2005 Naas Natural Area Preserve,Completed,06-NP-01-012,1580000,2005-01-01T00:00:00,2005-12-30T00:00:00,WRIA 6 - Island County (LE),48.1756,-122.6856,http://waconnect.paladinpanoramic.com/project/200/2373
2005 Quade - Lower Culvert Replacement &amp; Riparian Restoration,Completed,06-CW-01-014,50000,2004-07-01T00:00:00,2006-07-01T00:00:00,WRIA 6 - Island County (LE),47.965,-122.4217,http://waconnect.paladinpanoramic.com/project/200/2076
2005-2006 West Whidbey Nearshore Fish Assessment,Completed,06-RMM-01-002,173000,2004-06-01T00:00:00,2008-01-30T00:00:00,WRIA 6 - Island County (LE),48.11459429,-122.6031038,http://waconnect.paladinpanoramic.com/project/200/2303
2005-2007 Salmon Recovery Lead Entity Grant,Completed,06-LE-04-,0,2005-07-01T00:00:00,2007-07-15T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1569
2005-2007 Saratoga Passage Pocket Estuaries,Completed,06-RMM-01-003,0,2005-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2103
2005-2008 Island County Critical Area Ordinance Update,Completed,06-LU-01-001,200000,2005-01-01T00:00:00,2008-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2252
2006 - Ryan Addition (South Whidbey State Park),Completed,06-CW-30-001,383000,2006-01-01T00:00:00,2006-12-30T00:00:00,WRIA 6 - Island County (LE),48.0625,-122.5943,http://waconnect.paladinpanoramic.com/project/200/2374
2006 Getting to the Water's Edge - Book,Completed,06-GO-02-003,0,2006-01-01T00:00:00,2006-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2116
2006 Hammons Preserve,Completed,06-CW-11-002,1000,2006-01-01T00:00:00,2006-12-30T00:00:00,WRIA 6 - Island County (LE),47.9321,-122.3912,http://waconnect.paladinpanoramic.com/project/200/2388
2006 Keystone Spit Creosote Debris Removal,Completed,06-NP-02-004,17474,2006-03-01T00:00:00,2006-04-30T00:00:00,WRIA 6 - Island County (LE),48.1609,-122.6535,http://waconnect.paladinpanoramic.com/project/200/1303
2006 Kristoferson Creek Habitat Acquisition,Completed,06-CW-06-002,125000,2006-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.2118,-122.4773,http://waconnect.paladinpanoramic.com/project/200/2089
2006 Lake Hancock Creosote Debris Removal,Completed,06-NP-02-008,42009,2006-08-01T00:00:00,2006-08-30T00:00:00,WRIA 6 - Island County (LE),48.113,-122.5966,http://waconnect.paladinpanoramic.com/project/200/1555
2006 Livingston Bay Tidelands &amp; Nearshore Acquisition,Completed,06-NP-01-010,1900000,2005-06-01T00:00:00,2007-12-15T00:00:00,WRIA 6 - Island County (LE),48.2047432,-122.4235767,http://waconnect.paladinpanoramic.com/project/200/2200
2006 Preliminary Evaluation of Saratoga Passage Pocket Estuaries,Completed,06-AMN-06-015,0,2006-01-01T00:00:00,2006-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1841
2006 Review NPP Actions: Small Farm Overuse of Garden Chemicals,Dormant,06-NPP-02-043,0,1999-01-01T00:00:00,0001-01-01T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1858
2006 Skagit Basin Nearshore Assessment,Completed,06-AMN-06-007,172147,2006-01-01T00:00:00,2008-12-31T00:00:00,WRIA 6 - Island County (LE),48.3273,-122.5206,http://waconnect.paladinpanoramic.com/project/200/2245
2006-2011 Water Quality Monitoring,Completed,06-AUF-01-001,350000,2006-10-01T00:00:00,2007-10-15T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1833
2007 Ala Spit Fish Assessment,Completed,06-RMM-01-004,0,2007-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2166
2007 Boose Conservation Easement,Completed,06-CW-07-001,100,2007-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.0653,-122.4636,http://waconnect.paladinpanoramic.com/project/200/2127
2007 Brainers Road - DNR Trust Land Transfer,Completed,06-CW-17-004,100,2003-01-01T00:00:00,2007-06-30T00:00:00,WRIA 6 - Island County (LE),48.0667,-122.5105,http://waconnect.paladinpanoramic.com/project/200/2377
2007 Camano Shoreline Prioritization,Completed,06-PNP-01-001,100,2006-05-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.1831,-122.4931,http://waconnect.paladinpanoramic.com/project/200/2191
2007 Camano State Park Creosote Debris Removal,Completed,06-NP-02-009,8020,2007-05-01T00:00:00,2007-05-30T00:00:00,WRIA 6 - Island County (LE),48.1214,-122.4933,http://waconnect.paladinpanoramic.com/project/200/1557
2007 Coupeville High School Rain Garden,Completed,06-CW-04-007,0,2006-07-01T00:00:00,2007-09-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2416
2007 Coupeville Shoreline Master Plan Update,Completed,06-LU-04-001,0,2006-01-01T00:00:00,2008-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2148
2007 Crockett Lake Functional Assessment and Historic Analysis,Completed,06-AMN-06-012,39000,2006-10-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.1665,-122.6622,http://waconnect.paladinpanoramic.com/project/200/2250
2007 Deception Pass State Park Creosote Debris Removal,Completed,06-NP-02-014,8759,2007-06-01T00:00:00,2007-06-30T00:00:00,WRIA 6 - Island County (LE),48.3988,-122.6553,http://waconnect.paladinpanoramic.com/project/200/1574
2007 Del Fairfax Forest Preserve,Completed,06-CW-04-009,100,2007-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.2751,-122.7194,http://waconnect.paladinpanoramic.com/project/200/2387
2007 Double Bluff Creosote Debris Removal,Completed,06-NP-02-013,18761,2007-05-01T00:00:00,2007-06-30T00:00:00,WRIA 6 - Island County (LE),47.979,-122.516,http://waconnect.paladinpanoramic.com/project/200/1573
2007 Fort Ebey State Park Creosote Removal Project,Completed,06-NP-02-010,32972,2007-09-01T00:00:00,2007-09-30T00:00:00,WRIA 6 - Island County (LE),48.1902,-122.7084,http://waconnect.paladinpanoramic.com/project/200/1558
2007 Green Visioning - Fort Casey State Park,Completed,06-LU-02-001,0,2006-10-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2392
2007 Hoypus Hill Addition - Deception Pass State Park,Completed,06-CW-14-001,1159775,2007-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.3988,-122.6088,http://waconnect.paladinpanoramic.com/project/200/2390
2007 Kristoferson Lower Reach - Phase 2,Completed,06-CW-06-011,10000,2006-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.2068,-122.4761,http://waconnect.paladinpanoramic.com/project/200/2443
2007 Longview Seed Orchard Acquisition,Completed,06-CW-09-002,100,2007-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.2102,-122.638,http://waconnect.paladinpanoramic.com/project/200/2135
2007 Maxwelton Trustland Trails - DNR Trust Land Transfer,Completed,06-CW-01-004,100,2003-01-01T00:00:00,2007-06-30T00:00:00,WRIA 6 - Island County (LE),47.9995,-122.4382,http://waconnect.paladinpanoramic.com/project/200/1975
2007 Moon Conservation Easement,Completed,06-CW-09-001,100,2007-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),48.1957,-122.6612,http://waconnect.paladinpanoramic.com/project/200/2134
2007 Port of Coupeville Comprehensive Plan,Completed,06-LU-03-001,0,2006-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2149
2007 Shore Stewards Survey,Completed,06-GO-04-001,0,2007-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2267
2007 Shoreline Landowner Workshops,Completed,06-GO-04-002,0,2006-09-01T00:00:00,2007-05-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2106
2007 Smugglers Cove - DNR Trust Land Transfer,Completed,06-NP-01-015,0,2003-01-01T00:00:00,2007-06-30T00:00:00,WRIA 6 - Island County (LE),48.0669,-122.6051,http://waconnect.paladinpanoramic.com/project/200/2376
2007 Snoqualmie Valley Watershed Festival,Completed,07-MPR-378,9168,2007-01-01T00:00:00,2007-11-30T00:00:00,Snohomish River Basin (LE),0,0,http://waconnect.paladinpanoramic.com/project/260/10605
2007 South Race Lagoon Preliminary Assessment,Completed,06-AMN-06-014,0,2007-09-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2370
2007 Strawberry Point - DNR Trust Land Transfer,Completed,06-NP-01-014,100,2003-01-01T00:00:00,2007-06-30T00:00:00,WRIA 6 - Island County (LE),48.311,-122.5048,http://waconnect.paladinpanoramic.com/project/200/2375
2007 Strawberry Point Protection Assessment,Completed,06-PNP-01-002,211900,2006-06-01T00:00:00,2010-01-31T00:00:00,WRIA 6 - Island County (LE),48.31753617,-122.5155064,http://waconnect.paladinpanoramic.com/project/200/2188
2007-2009 Salmon Recovery Lead Entity Grant,Completed,06-LE-05-,130000,2007-07-01T00:00:00,0001-01-01T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/1571
2008 Baseline Community Assessment - Watershed Integration,Completed,06-GO-01-001,15000,2007-01-01T00:00:00,2008-03-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2262
2008 Community Outreach and Capacity Building Program,Completed,KCD52,233201,2008-01-01T00:00:00,2009-06-30T00:00:00,Snohomish River Basin (LE),0,0,http://waconnect.paladinpanoramic.com/project/260/10612
2008 Crescent Harbor Salt Marsh Restoration,Completed,06-NP-04-001,894862,2005-01-01T00:00:00,2010-12-31T00:00:00,WRIA 6 - Island County (LE),48.2974,-122.6064,http://waconnect.paladinpanoramic.com/project/200/2199
2008 Kristoferson - Farm Riparian Planting,Completed,06-CW-06-010,16000,2007-07-01T00:00:00,2008-12-30T00:00:00,WRIA 6 - Island County (LE),48.222,-122.4788,http://waconnect.paladinpanoramic.com/project/200/2420
2008 Mainstem - Outdoor Classroom Observation Deck Replacement,Completed,06-CW-01-018,4000,2007-10-01T00:00:00,2008-12-30T00:00:00,WRIA 6 - Island County (LE),47.9563,-122.437,http://waconnect.paladinpanoramic.com/project/200/2078
2008 OH Walgreens Raingarden,Completed,06-CW-21-001,0,2007-10-01T00:00:00,2008-02-29T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2419
2008 Origin of Juvenile Chinook Salmon in WRIA 6 Mixed Stock Rearing Environment,Completed,06-RMM-01-005,260000,2007-06-01T00:00:00,2011-06-30T00:00:00,WRIA 6 - Island County (LE),48.238,-122.5865,http://waconnect.paladinpanoramic.com/project/200/2194
2008 Port of South Whidbey Comprehensive Plan,Completed,06-LU-03-002,0,2007-01-01T00:00:00,2008-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2150
2008 Shorecrest Lagoon,Completed,06-NP-01-011,765000,2007-06-01T00:00:00,2007-12-15T00:00:00,WRIA 6 - Island County (LE),48.34950378,-122.5735129,http://waconnect.paladinpanoramic.com/project/200/2185
2008 Shoreline Landowner Workshops,Completed,06-GO-04-003,6000,2007-10-01T00:00:00,2008-06-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2264
2008 Skagit Bay Nearshore Protect,Completed,06-NP-01-003,2300000,2007-06-01T00:00:00,2009-10-25T00:00:00,WRIA 6 - Island County (LE),48.3491,-122.5728,http://waconnect.paladinpanoramic.com/project/200/2186
2008 South Camano Nearshore Protection Planning,Completed,06-PNP-01-003,70000,2007-06-01T00:00:00,2011-06-30T00:00:00,WRIA 6 - Island County (LE),48.0574,-122.3561,http://waconnect.paladinpanoramic.com/project/200/2190
2008 West Whidbey Derelict Gear Survey and Removal,Completed,06-MH-01-004,20000,2008-02-01T00:00:00,2011-03-01T00:00:00,WRIA 6 - Island County (LE),48.4074,-122.673,http://waconnect.paladinpanoramic.com/project/200/2112
2008-2010 Whidbey - USGS Forage Fish Study,Completed,06-AMN-01-009,0,2007-10-01T00:00:00,2010-09-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2145
2008-2018 Wetlands Vegetation Monitoring,Active,06-AUF-01-008,0,2008-06-01T00:00:00,2018-08-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2803
"2009-2010 Ala Spit Enhancement, Phase 2",Completed,06-NP-05-001,300000,2009-01-01T00:00:00,2012-06-30T00:00:00,WRIA 6 - Island County (LE),48.3958,-122.5862,http://waconnect.paladinpanoramic.com/project/200/2209
2009-2010 Shoreline Landowner Workshops,Completed,06-GO-04-004,12000,2008-10-01T00:00:00,2010-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2266
2009-2010 Stillaguamish Tribe - Staff Funding Needed,Conceptual,06-HR-02-003,5000,2009-01-01T00:00:00,2018-12-30T00:00:00,WRIA 6 - Island County (LE),48.216,-122.3592,http://waconnect.paladinpanoramic.com/project/200/2234
2009-2010 Tulalip Tribes - Staff Funding Needed (Restoration),Conceptual,06-HR-02-005,5000,2009-01-01T00:00:00,2018-12-30T00:00:00,WRIA 6 - Island County (LE),48.085,-122.27,http://waconnect.paladinpanoramic.com/project/200/2788
